Time,V_Mean,L_Mean,S_Mean,V_STD,L_STD,S_STD,B_WF_Mean,B_WF_STD,ECG_WF_Mean,ECG_WF_STD
2014-10-04 06:34:57,2007.7586206896551,2086.9310344827586,2085.189655172414,36.35126405043057,30.79807585067702,22.715213926764214,7135006.8,13046.38802340028,297.0,0.0
2014-10-04 06:34:58,1996.84,2091.95,2073.97,29.933839504392903,24.49752615834474,32.032954937379635,7120773.4,25459.582009202764,297.0,0.0
2014-10-04 06:34:59,1969.01,2055.19,2027.92,14.015500077565726,12.688732773367784,18.748564928246818,7041417.04,13983.880897542873,297.0,0.0
2014-10-04 06:35:00,1979.03,2058.74,2010.52,9.190965040943073,5.3778821260433585,7.007182462345678,7052339.92,9694.674835186763,297.0,0.0
2014-10-04 06:35:01,1986.88,2057.08,2002.76,14.41119093768539,12.379259291494597,17.3421422837521,7051148.88,11465.598946122469,580.092,374.8035355985705
2014-10-04 06:35:02,1967.51,2047.73,2035.15,22.785116088172828,16.199423234526225,32.88559139216022,7061096.16,14295.495571683115,1736.64,328.53981194389286
2014-10-04 06:35:03,1964.14,2037.36,2059.87,7.633022357037244,8.507299302019565,14.971795031479836,7089514.12,59757.17595354857,2321.18,731.6681465711263
2014-10-04 06:35:04,1963.79,2022.86,2056.16,5.220965892292742,6.642410418034955,9.58188526609058,7140080.72,66962.54665328398,3770.448,120.42371352485549
2014-10-04 06:35:05,1964.48,2029.05,2052.99,1.8283955543126564,1.9247195781582482,2.1201057720899397,7235011.12,6188.891286813419,3798.0,0.0
2014-10-04 06:35:06,1964.47,2028.32,2053.15,1.3443108707332692,1.5033968272555362,1.5266984249706157,7250277.68,4154.209719469906,3633.872,299.1690762104971
2014-10-04 06:35:07,1964.46,2027.14,2055.13,2.540261658359046,3.3725571031698047,6.245248699061658,7247746.08,31162.9091334554,3559.768,344.1391246639909
2014-10-04 06:35:08,1967.14,2030.52,2062.2,15.36953565540047,25.630426993688353,17.653797485430022,7171941.84,11738.536303844223,2532.744,1546.6248907458778
2014-10-04 06:35:09,1962.54,2037.86,2049.11,10.685986291882667,11.657589542413312,11.200554639946244,7243064.84,50498.01793031092,1581.268,996.5662231505228
2014-10-04 06:35:10,1964.02,2035.62,2055.86,4.007518187132905,3.293029062131149,7.722484553352552,7286621.52,8261.099665096779,2049.356,1018.779357260009
